"R"," R", "163097","09:09:45.325407","","","ARP","60","172.16.0.1 is at 00:10:7b:38:46:33"
"R"," R", "181497","09:25:15.686505","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [ACK] Seq=316 Ack=2921 Win=32120 Len=0"
"R"," R", "181498","09:25:15.692664","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181499","09:25:15.693917","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181500","09:25:15.695160","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181501","09:25:15.696503","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [ACK] Seq=316 Ack=7301 Win=32120 Len=0"
"R"," R", "181502","09:25:15.702451","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181503","09:25:15.703681","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181504","09:25:15.704915","206.79.229.18","172.16.112.194","TCP","1514","[TCP segment of a reassembled PDU]"
"R"," R", "181505","09:25:15.706146","206.79.229.18","172.16.112.194","HTTP","1514","HTTP/1.0 200 OK  (JPEG JFIF image)"
"R"," R", "181506","09:25:15.706509","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [ACK] Seq=316 Ack=13141 Win=30660 Len=0"
"R"," R", "181507","09:25:15.710101","206.79.229.18","172.16.112.194","TCP","68","[TCP segment of a reassembled PDU]"
"R"," R", "181508","09:25:15.710299","206.79.229.18","172.16.112.194","TCP","60","80 → 11337 [FIN, ACK] Seq=13155 Ack=316 Win=32736 Len=0"
"R"," R", "181509","09:25:15.710455","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [ACK] Seq=316 Ack=13156 Win=32120 Len=0"
"R"," R", "181510","09:25:15.712685","172.16.112.194","206.79.229.18","TCP","60","11337 → 80 [FIN, ACK] Seq=316 Ack=13156 Win=32120 Len=0"
"R"," R", "181511","09:25:15.714795","206.79.229.18","172.16.112.194","TCP","60","80 → 11337 [ACK] Seq=13156 Ack=317 Win=32735 Len=0"
"R"," R", "181512","09:25:16.035202","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181513","09:25:16.035615","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181514","09:25:16.055080","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=362 Ack=5673 Win=32120 Len=0"
"R"," R", "181515","09:25:16.286912","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181516","09:25:16.287152","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181517","09:25:16.305030","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=364 Ack=5675 Win=32120 Len=0"
"R"," R", "181518","09:25:16.305357","172.16.114.148","197.218.177.69","TELNET","191","Telnet Data ..."
"R"," R", "181519","09:25:16.325026","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=364 Ack=5812 Win=32120 Len=0"
"R"," R", "181520","09:25:16.495710","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181521","09:25:16.495976","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181522","09:25:16.514987","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=365 Ack=5813 Win=32120 Len=0"
"R"," R", "181523","09:25:16.625073","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181524","09:25:16.625304","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181525","09:25:16.644961","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=366 Ack=5814 Win=32120 Len=0"
"R"," R", "181526","09:25:16.755057","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181527","09:25:16.755293","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181528","09:25:16.774941","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=367 Ack=5815 Win=32120 Len=0"
"R"," R", "181529","09:25:16.985272","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181530","09:25:16.985501","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181531","09:25:17.004895","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=368 Ack=5816 Win=32120 Len=0"
"R"," R", "181532","09:25:17.115239","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181533","09:25:17.115450","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181534","09:25:17.134876","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=369 Ack=5817 Win=32120 Len=0"
"R"," R", "181535","09:25:17.356986","172.16.112.20","172.16.112.10","NTP","90","NTP Version 3, client"
"R"," R", "181536","09:25:17.357503","172.16.112.10","172.16.112.20","NTP","90","NTP Version 3, server"
"R"," R", "181537","09:25:17.445136","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181538","09:25:17.445384","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181539","09:25:17.464804","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=370 Ack=5818 Win=32120 Len=0"
"R"," R", "181540","09:25:17.685072","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181541","09:25:17.685298","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181542","09:25:17.704754","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=371 Ack=5819 Win=32120 Len=0"
"R"," R", "181543","09:25:17.845019","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181544","09:25:17.845240","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181545","09:25:17.864725","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=372 Ack=5820 Win=32120 Len=0"
"R"," R", "181546","09:25:17.974836","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181547","09:25:17.975064","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181548","09:25:17.994694","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=373 Ack=5821 Win=32120 Len=0"
"R"," R", "181549","09:25:18.354829","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181550","09:25:18.355054","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181551","09:25:18.374633","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=374 Ack=5822 Win=32120 Len=0"
"R"," R", "181552","09:25:18.634796","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181553","09:25:18.635342","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181554","09:25:18.654564","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=375 Ack=5823 Win=32120 Len=0"
"R"," R", "181555","09:25:18.711326","172.16.114.50","172.16.112.10","NTP","90","NTP Version 3, client"
"R"," R", "181556","09:25:18.711681","172.16.112.10","172.16.114.50","NTP","90","NTP Version 3, server"
"R"," R", "181557","09:25:18.804728","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181558","09:25:18.805224","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181559","09:25:18.824520","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=376 Ack=5824 Win=32120 Len=0"
"R"," R", "181560","09:25:18.974599","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181561","09:25:18.975183","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181562","09:25:18.994488","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=377 Ack=5825 Win=32120 Len=0"
"R"," R", "181563","09:25:19.304617","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181564","09:25:19.305140","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181565","09:25:19.324420","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=378 Ack=5826 Win=32120 Len=0"
"R"," R", "181566","09:25:19.510431","","","LOOP","60","Reply"
"R"," R", "181567","09:25:19.614474","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181568","09:25:19.617901","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181569","09:25:19.634357","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=379 Ack=5827 Win=32120 Len=0"
"R"," R", "181570","09:25:19.764437","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181571","09:25:19.765099","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181572","09:25:19.784327","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=380 Ack=5828 Win=32120 Len=0"
"R"," R", "181573","09:25:19.894412","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181574","09:25:19.894835","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181575","09:25:19.914308","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=381 Ack=5829 Win=32120 Len=0"
"R"," R", "181576","09:25:20.024387","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181577","09:25:20.035621","172.16.114.148","197.218.177.69","TCP","60","23 → 5982 [ACK] Seq=5829 Ack=382 Win=32735 Len=0"
"R"," R", "181578","09:25:20.037741","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181579","09:25:20.054276","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=382 Ack=5830 Win=32120 Len=0"
"R"," R", "181580","09:25:20.126279","172.16.112.20","172.16.255.255","RIPv1","66","Response"
"R"," R", "181581","09:25:20.126480","172.16.112.20","172.16.118.255","RIPv1","66","Response"
"R"," R", "181582","09:25:20.314326","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181583","09:25:20.314647","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181584","09:25:20.334216","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=383 Ack=5831 Win=32120 Len=0"
"R"," R", "181585","09:25:20.444301","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181586","09:25:20.444546","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181587","09:25:20.464189","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=384 Ack=5832 Win=32120 Len=0"
"R"," R", "181588","09:25:20.574313","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181589","09:25:20.574553","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181590","09:25:20.594165","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=385 Ack=5833 Win=32120 Len=0"
"R"," R", "181591","09:25:20.754235","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181592","09:25:20.754477","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181593","09:25:20.774125","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=386 Ack=5834 Win=32120 Len=0"
"R"," R", "181594","09:25:20.884208","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181595","09:25:20.884523","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181596","09:25:20.904115","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=387 Ack=5835 Win=32120 Len=0"
"R"," R", "181597","09:25:21.014230","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181598","09:25:21.014471","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181599","09:25:21.034086","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=388 Ack=5836 Win=32120 Len=0"
"R"," R", "181600","09:25:21.344358","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181601","09:25:21.344611","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181602","09:25:21.364024","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=389 Ack=5837 Win=32120 Len=0"
"R"," R", "181603","09:25:21.474314","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181604","09:25:21.474557","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181605","09:25:21.494001","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=390 Ack=5838 Win=32120 Len=0"
"R"," R", "181606","09:25:21.604280","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181607","09:25:21.604519","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181608","09:25:21.623964","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=391 Ack=5839 Win=32120 Len=0"
"R"," R", "181609","09:25:21.734261","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181610","09:25:21.734501","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181611","09:25:21.753938","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=392 Ack=5840 Win=32120 Len=0"
"R"," R", "181612","09:25:21.874266","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181613","09:25:21.874504","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181614","09:25:21.893911","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=393 Ack=5841 Win=32120 Len=0"
"R"," R", "181615","09:25:22.164195","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181616","09:25:22.164424","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181617","09:25:22.183857","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=394 Ack=5842 Win=32120 Len=0"
"R"," R", "181618","09:25:22.294106","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181619","09:25:22.294349","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181620","09:25:22.313820","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=395 Ack=5843 Win=32120 Len=0"
"R"," R", "181621","09:25:22.494001","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181622","09:25:22.494508","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181623","09:25:22.513783","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=396 Ack=5844 Win=32120 Len=0"
"R"," R", "181624","09:25:22.623898","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181625","09:25:22.624433","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181626","09:25:22.643752","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=397 Ack=5845 Win=32120 Len=0"
"R"," R", "181627","09:25:22.803862","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181628","09:25:22.804363","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181629","09:25:22.823712","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=398 Ack=5846 Win=32120 Len=0"
"R"," R", "181630","09:25:22.933796","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181631","09:25:22.934345","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181632","09:25:22.953688","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=399 Ack=5847 Win=32120 Len=0"
"R"," R", "181633","09:25:23.108966","172.16.113.105","194.7.248.153","TCP","60","11340 → 79 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181634","09:25:23.109773","194.7.248.153","172.16.113.105","TCP","60","79 → 11340 [SYN, ACK] Seq=0 Ack=1 Win=32736 Len=0 MSS=1460"
"R"," R", "181635","09:25:23.109959","172.16.113.105","194.7.248.153","TCP","60","11340 → 79 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181636","09:25:23.110055","172.16.113.105","194.7.248.153","TCP","60","[TCP segment of a reassembled PDU]"
"R"," R", "181637","09:25:23.123708","194.7.248.153","172.16.113.105","TCP","60","79 → 11340 [ACK] Seq=1 Ack=7 Win=32730 Len=0"
"R"," R", "181638","09:25:23.123855","172.16.113.105","194.7.248.153","FINGER","60","Query"
"R"," R", "181639","09:25:23.143706","194.7.248.153","172.16.113.105","TCP","60","79 → 11340 [ACK] Seq=1 Ack=9 Win=32736 Len=0"
"R"," R", "181640","09:25:23.183872","194.7.248.153","172.16.113.105","TCP","416","[TCP segment of a reassembled PDU]"
"R"," R", "181641","09:25:23.183935","194.7.248.153","172.16.113.105","FINGER","60","Response"
"R"," R", "181642","09:25:23.184059","172.16.113.105","194.7.248.153","TCP","60","11340 → 79 [ACK] Seq=9 Ack=364 Win=31757 Len=0"
"R"," R", "181643","09:25:23.190462","172.16.113.105","194.7.248.153","TCP","60","11340 → 79 [FIN, ACK] Seq=9 Ack=364 Win=32120 Len=0"
"R"," R", "181644","09:25:23.191164","194.7.248.153","172.16.113.105","TCP","60","79 → 11340 [ACK] Seq=364 Ack=10 Win=32735 Len=0"
"R"," R", "181645","09:25:23.263913","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181646","09:25:23.264273","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181647","09:25:23.283624","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=400 Ack=5848 Win=32120 Len=0"
"R"," R", "181648","09:25:23.393706","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181649","09:25:23.393961","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181650","09:25:23.413601","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=401 Ack=5849 Win=32120 Len=0"
"R"," R", "181651","09:25:23.723821","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181652","09:25:23.724057","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181653","09:25:23.743534","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=402 Ack=5850 Win=32120 Len=0"
"R"," R", "181654","09:25:23.863686","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181655","09:25:23.863926","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181656","09:25:23.883500","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=403 Ack=5851 Win=32120 Len=0"
"R"," R", "181657","09:25:24.015350","197.218.177.69","172.16.114.148","TELNET","60","Telnet Data ..."
"R"," R", "181658","09:25:24.015603","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181659","09:25:24.033470","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=405 Ack=5853 Win=32120 Len=0"
"R"," R", "181660","09:25:24.041828","172.16.114.148","197.218.177.69","TELNET","76","Telnet Data ..."
"R"," R", "181661","09:25:24.053464","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=405 Ack=5875 Win=32120 Len=0"
"R"," R", "181662","09:25:24.234855","172.16.114.148","197.218.177.69","TELNET","60","Telnet Data ..."
"R"," R", "181663","09:25:24.253425","197.218.177.69","172.16.114.148","TCP","60","5982 → 23 [ACK] Seq=405 Ack=5881 Win=32120 Len=0"
"R"," R", "181664","09:25:24.546302","172.16.112.100","172.16.255.255","BROWSER","243","Local Master Announcement HUME, Workstation, Server, Domain Controller, NT Workstation, Master Browser"
"R"," R", "181665","09:25:25.405840","172.16.113.105","172.16.112.100","TCP","60","11393 → 25 [SYN] Seq=0 Win=512 Len=0 MSS=1460"
"R"," R", "181666","09:25:25.406004","172.16.112.100","172.16.113.105","TCP","60","25 → 11393 [SYN, ACK] Seq=0 Ack=1 Win=8760 Len=0 MSS=1460"
"R"," R", "181667","09:25:25.406200","172.16.113.105","172.16.112.100","TCP","60","11393 → 25 [ACK] Seq=1 Ack=1 Win=32120 Len=0"
"R"," R", "181668","09:25:25.408263","172.16.112.100","172.16.112.20","DNS","87","Standard query 0x000a PTR 105.113.16.172.in-addr.arpa"
"R"," R", "181669","09:25:25.408920","172.16.112.20","172.16.112.100","DNS","177","Standard query response 0x000a PTR 105.113.16.172.in-addr.arpa PTR swallow.eyrie.af.mil NS hobbes.eyrie.af.mil A 172.16.112.20"
"R"," R", "181670","09:25:25.409939","172.16.112.100","172.16.113.105","SMTP","86","S: 220 SMTP Server for hume ready"
"R"," R", "181671","09:25:25.424512","172.16.113.105","172.16.112.100","TCP","60","11393 → 25 [ACK] Seq=1 Ack=33 Win=32120 Len=0"
"R"," R", "181672","09:25:25.445836","172.16.113.105","172.16.112.100","SMTP","81","C: EHLO swallow.eyrie.af.mil"
"R"," R", "181673","09:25:25.446071","172.16.112.100","172.16.113.105","SMTP","60","S: 500 "
